trip_id,customer_id,vehicle_id,driver_id,pickup_city,drop_city,distance_to_travel,tourism_type,trip_category,trip_start_date,trip_end_date,trip_status,booking_amount,advance_paid,payment_status
6073,2531,9,21,Guntur,"Amaravati Secretariat",40,Corporate,"Round Trip","2025-08-09 01:00:00","2025-08-09 03:00:00",Completed,8653,5065,Pending
6074,51,8,1,Vijayawada,Visakhapatnam,350,Beach,"Round Trip","2024-06-17 07:00:00","2024-06-17 14:00:00",Completed,10128,5459,Partial
6075,683,9,18,Guntur,Bheemunipatnam,390,Beach,"Marriage Booking","2026-03-27 00:00:00","2026-03-27 07:00:00",Completed,7698,4964,Pending
6076,2854,6,35,Visakhapatnam,Simhachalam,20,Devotional,"Airport Transfer","2025-11-07 08:00:00","2025-11-07 10:00:00",Cancelled,34678,20370,Pending
6077,2674,9,3,Guntur,Tirupati,380,Devotional,"Round Trip","2025-05-12 20:00:00","2025-05-13 03:00:00",completed,5296,2205,Partial
6078,1740,14,33,Ongole,"Chennai Airport",320,Airport,"Round Trip","2024-08-21 00:00:00","2024-08-21 06:00:00",Completed,13476,4660,Partial
6079,1142,5,4,Guntur,"Chirala Beach",110,Beach,"Round Trip","2024-08-31 01:00:00","2024-08-31 03:00:00",Completed,9462,1913,Partial
6080,1025,13,20,Hyderabad,"Araku Valley",710,Vacation,"Round Trip","2025-06-14 14:00:00","2025-06-15 04:00:00",Completed,11472,5892,Partial
6081,174,10,28,Vijayawada,Srisailam,290,Devotional,"Package Trip","2025-07-10 19:00:00","2025-07-11 00:00:00",Completed,10798,3636,Partial
6082,496,11,5,Vijayawada,"Wonderla Bangalore",650,Entertainment,"One Way","2024-11-01 09:00:00","2024-11-01 22:00:00",Cancelled,25278,6677,Partial
6083,1119,9,30,Guntur,"Vijayawada Airport",35,Airport,"Round Trip","2024-05-17 13:00:00","2024-05-17 15:00:00",Completed,11020,6545,Partial
6084,2413,7,40,Hyderabad,Bangalore,570,Corporate,"Marriage Booking","2024-10-06 19:00:00","2024-10-07 06:00:00",completed,13184,4243,Pending
6085,1286,2,18,Hyderabad,"Araku Valley",710,Vacation,"Marriage Booking","2025-01-04 00:00:00","2025-01-04 14:00:00",Cancelled,21637,6924,Partial
6086,249,4,4,Guntur,"Hyderabad City Tour",280,Entertainment,"Package Trip","2024-06-18 15:00:00","2024-06-18 20:00:00",completed,21562,7873,Partial
6087,1552,13,21,Hyderabad,Bangalore,570,Corporate,"Round Trip","2024-06-04 13:00:00","2024-06-05 00:00:00",Completed,17874,5336,Pending
6088,1993,2,14,Guntur,Bheemunipatnam,390,Beach,"Package Trip","2025-11-12 20:00:00","2025-11-13 03:00:00",Completed,15957,5543,Paid
6089,69,8,26,Vijayawada,Hyderabad,275,Corporate,"Round Trip","2024-06-09 06:00:00","2024-06-09 11:00:00",completed,14252,4258,Paid
6090,2490,3,8,Hyderabad,Goa,660,Beach,"Round Trip","2024-07-25 19:00:00","2024-07-26 08:00:00",Completed,7014,2777,Partial
6091,3,10,17,Guntur,Nellore,270,Marriage,"Marriage Booking","2025-02-13 01:00:00","2025-02-13 06:00:00",Completed,12261,4571,Paid
6092,1284,3,4,Vijayawada,Hyderabad,275,Corporate,"One Way","2025-02-04 19:00:00","2025-02-05 00:00:00",Cancelled,10754,6140,Pending
6093,119,7,37,Vijayawada,Visakhapatnam,350,Beach,"One Way","2026-02-16 14:00:00","2026-02-16 21:00:00",Completed,10177,6227,Pending
6094,878,7,10,Hyderabad,"Araku Valley",710,Vacation,"Package Trip","2025-03-08 13:00:00","2025-03-09 03:00:00",Completed,9376,4198,Partial
6095,566,14,22,Hyderabad,Bangalore,570,Corporate,"One Way","2026-01-19 06:00:00","2026-01-19 17:00:00",Completed,29680,11214,Pending
6096,1191,7,29,Visakhapatnam,Simhachalam,20,Devotional,"Corporate Travel","2025-09-22 21:00:00","2025-09-22 23:00:00",Completed,11890,3332,Pending
6097,2977,3,17,Hyderabad,Yadagirigutta,65,Devotional,"Corporate Travel","2025-07-18 10:00:00","2025-07-18 12:00:00",Cancelled,7698,4644,Partial
6098,374,7,23,Visakhapatnam,Simhachalam,20,Devotional,"Airport Transfer","2025-12-15 10:00:00","2025-12-15 12:00:00",completed,8640,4849,Paid
6099,2978,13,15,Vijayawada,Hyderabad,275,Corporate,"Marriage Booking","2025-09-10 08:00:00","2025-09-10 13:00:00",completed,14087,9500,Partial
6100,2663,13,17,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Marriage Booking","2024-06-26 21:00:00","2024-06-27 10:00:00",Completed,19159,4977,Partial
6101,1342,8,6,Hyderabad,Goa,660,Beach,"Corporate Travel","2025-02-07 11:00:00","2025-02-08 00:00:00",Completed,9770,4935,Pending
6102,2137,4,18,Guntur,"Hyderabad Airport",310,Airport,"Package Trip","2024-02-21 06:00:00","2024-02-21 12:00:00",Completed,12985,5156,Pending
6103,44,15,31,Guntur,Nellore,270,Marriage,"Package Trip","2026-04-17 03:00:00","2026-04-17 08:00:00",Completed,27009,13255,Paid
6104,1191,8,21,Hyderabad,Yadagirigutta,65,Devotional,"Corporate Travel","2025-07-07 23:00:00","2025-07-08 01:00:00",completed,10966,4691,Paid
6105,150,12,13,Vijayawada,Kakinada,210,Marriage,"Airport Transfer","2024-01-10 07:00:00","2024-01-10 11:00:00",Cancelled,38107,23367,Paid
6106,2949,10,5,Hyderabad,Yadagirigutta,65,Devotional,"Marriage Booking","2025-12-26 06:00:00","2025-12-26 08:00:00",completed,29093,17697,Paid
6107,778,9,38,Hyderabad,Yadagirigutta,65,Devotional,"Corporate Travel","2025-04-20 02:00:00","2025-04-20 04:00:00",Completed,5201,2992,Pending
6108,1888,12,9,Visakhapatnam,Simhachalam,20,Devotional,"Airport Transfer","2025-12-07 02:00:00","2025-12-07 04:00:00",completed,44022,19893,Partial
6109,590,6,11,Vijayawada,Kakinada,210,Marriage,"Marriage Booking","2024-04-19 00:00:00","2024-04-19 04:00:00",Cancelled,42530,14672,Paid
6110,1610,8,22,Vijayawada,Hyderabad,275,Corporate,"Corporate Travel","2026-03-07 04:00:00","2026-03-07 09:00:00",Completed,11864,7022,Pending
6111,994,12,26,Guntur,"Chirala Beach",110,Beach,"Airport Transfer","2026-01-12 04:00:00","2026-01-12 06:00:00",Cancelled,39988,10546,Pending
6112,598,6,27,Guntur,"Hyderabad City Tour",280,Entertainment,"Airport Transfer","2026-02-23 18:00:00","2026-02-23 23:00:00",Completed,36963,25862,Partial
6113,183,9,15,Visakhapatnam,Simhachalam,20,Devotional,"Corporate Travel","2025-01-12 07:00:00","2025-01-12 09:00:00",Completed,12602,6604,Pending
6114,2462,4,10,Guntur,"Horsley Hills",430,Vacation,"One Way","2024-08-29 16:00:00","2024-08-30 00:00:00",completed,21707,9958,Pending
6115,757,6,16,Hyderabad,Yadagirigutta,65,Devotional,"Marriage Booking","2025-02-02 03:00:00","2025-02-02 05:00:00",completed,49784,33413,Pending
6116,1474,13,28,Guntur,"Vijayawada Airport",35,Airport,"Corporate Travel","2025-07-23 02:00:00","2025-07-23 04:00:00",Completed,29443,10717,Partial
6117,508,7,40,Hyderabad,Bangalore,570,Corporate,"Airport Transfer","2024-11-08 08:00:00","2024-11-08 19:00:00",Completed,12443,5213,Pending
6118,991,11,19,Guntur,"Chirala Beach",110,Beach,"One Way","2024-05-26 16:00:00","2024-05-26 18:00:00",Completed,29063,10346,Partial
6119,1094,3,21,Visakhapatnam,Simhachalam,20,Devotional,"Marriage Booking","2024-01-04 05:00:00","2024-01-04 07:00:00",Completed,14950,3910,Partial
6120,518,3,27,Guntur,"Hyderabad City Tour",280,Entertainment,"Corporate Travel","2024-04-06 16:00:00","2024-04-06 21:00:00",Completed,5896,2766,Pending
6121,674,4,28,Guntur,"Horsley Hills",430,Vacation,"Airport Transfer","2026-03-23 22:00:00","2026-03-24 06:00:00",Completed,11880,3619,Partial
6122,1101,8,13,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Round Trip","2025-07-10 09:00:00","2025-07-10 22:00:00",Completed,3931,1326,Pending
6123,922,13,26,Ongole,"Chennai Airport",320,Airport,"Airport Transfer","2025-04-25 11:00:00","2025-04-25 17:00:00",Cancelled,23502,11889,Pending
6124,269,1,8,Ongole,"Chennai Airport",320,Airport,"Package Trip","2024-09-23 23:00:00","2024-09-24 05:00:00",completed,5664,1246,Partial
6125,1544,15,37,Hyderabad,Ooty,850,Vacation,"Airport Transfer","2025-06-12 17:00:00","2025-06-13 10:00:00",Cancelled,15734,6481,Partial
6126,2169,12,13,Vijayawada,Lambasingi,430,Vacation,"Package Trip","2025-05-12 10:00:00","2025-05-12 18:00:00",Cancelled,52177,22228,Partial
6127,689,15,15,Vijayawada,Lambasingi,430,Vacation,"Round Trip","2024-10-18 16:00:00","2024-10-19 00:00:00",Completed,11080,6039,Paid
6128,765,3,15,Guntur,Rajahmundry,170,Marriage,"Round Trip","2024-08-15 23:00:00","2024-08-16 02:00:00",Completed,14824,3018,Partial
6129,1044,7,3,Hyderabad,Ooty,850,Vacation,"Corporate Travel","2025-01-27 03:00:00","2025-01-27 20:00:00",completed,12129,6418,Paid
6130,2557,1,2,Hyderabad,Bangalore,570,Corporate,"Corporate Travel","2025-12-02 20:00:00","2025-12-03 07:00:00",completed,9633,2334,Pending
6131,68,11,24,Guntur,Nellore,270,Marriage,"Corporate Travel","2024-11-22 03:00:00","2024-11-22 08:00:00",Completed,11437,6260,Partial
6132,37,4,5,Visakhapatnam,Simhachalam,20,Devotional,"Corporate Travel","2026-01-03 08:00:00","2026-01-03 10:00:00",Completed,12029,5592,Paid
6133,2978,2,15,Vijayawada,Lambasingi,430,Vacation,"Package Trip","2025-12-18 18:00:00","2025-12-19 02:00:00",completed,23727,8529,Paid
6134,2050,3,21,Guntur,"Amaravati Secretariat",40,Corporate,"Marriage Booking","2025-08-07 11:00:00","2025-08-07 13:00:00",Cancelled,7702,2003,Pending
6135,2678,2,24,Hyderabad,"Araku Valley",710,Vacation,"One Way","2025-07-11 20:00:00","2025-07-12 10:00:00",Completed,19690,4081,Partial
6136,1012,13,6,Ongole,"Chennai Airport",320,Airport,"Round Trip","2024-01-31 02:00:00","2024-01-31 08:00:00",completed,18259,5274,Paid
6137,2034,14,15,Hyderabad,"Araku Valley",710,Vacation,"Airport Transfer","2024-10-11 03:00:00","2024-10-11 17:00:00",Cancelled,19013,8701,Paid
6138,1170,6,34,Hyderabad,Goa,660,Beach,"Marriage Booking","2025-10-23 10:00:00","2025-10-23 23:00:00",Completed,46305,25688,Pending
6139,2395,12,8,Guntur,"Ramoji Film City",290,Entertainment,"Airport Transfer","2025-12-25 00:00:00","2025-12-25 05:00:00",Completed,63443,39797,Paid
6140,1540,8,40,Vijayawada,Lambasingi,430,Vacation,"One Way","2025-01-27 01:00:00","2025-01-27 09:00:00",Completed,5360,1537,Partial
6141,2038,8,31,Guntur,"Horsley Hills",430,Vacation,"Corporate Travel","2025-08-18 21:00:00","2025-08-19 05:00:00",Completed,9703,4525,Pending
6142,1041,10,31,Hyderabad,Ooty,850,Vacation,"Marriage Booking","2024-12-14 14:00:00","2024-12-15 07:00:00",Completed,12442,4542,Partial
6143,583,14,12,Guntur,"Hyderabad Airport",310,Airport,"Round Trip","2024-02-03 13:00:00","2024-02-03 19:00:00",Completed,28912,16828,Partial
6144,720,15,29,Hyderabad,Bangalore,570,Corporate,"Marriage Booking","2024-02-05 09:00:00","2024-02-05 20:00:00",Completed,12467,5171,Paid
6145,272,8,26,Hyderabad,Bangalore,570,Corporate,"Airport Transfer","2026-04-05 20:00:00","2026-04-06 07:00:00",Completed,3275,895,Paid
6146,1087,12,12,Guntur,Rajahmundry,170,Marriage,"Corporate Travel","2024-01-16 16:00:00","2024-01-16 19:00:00",Cancelled,57528,13050,Partial
6147,752,4,6,Guntur,"Hyderabad Airport",310,Airport,"Corporate Travel","2025-02-18 21:00:00","2025-02-19 03:00:00",completed,24221,7072,Partial
6148,2461,13,12,Guntur,"Chirala Beach",110,Beach,"One Way","2024-02-19 06:00:00","2024-02-19 08:00:00",Completed,20538,10970,Pending
6149,2014,7,7,Visakhapatnam,Simhachalam,20,Devotional,"Corporate Travel","2024-12-09 05:00:00","2024-12-09 07:00:00",Cancelled,9340,2703,Partial
6150,2610,7,4,Ongole,"Chennai Airport",320,Airport,"Marriage Booking","2025-02-19 00:00:00","2025-02-19 06:00:00",Completed,4963,2345,Pending
6151,1773,4,37,Ongole,"Chennai Airport",320,Airport,"Marriage Booking","2025-01-21 18:00:00","2025-01-22 00:00:00",Completed,11547,6316,Paid
6152,320,10,25,Hyderabad,Bangalore,570,Corporate,"One Way","2026-02-07 00:00:00","2026-02-07 11:00:00",Completed,26694,13432,Paid
6153,2961,7,33,Vijayawada,Visakhapatnam,350,Beach,"Package Trip","2026-04-05 03:00:00","2026-04-05 10:00:00",Cancelled,14000,5792,Partial
6154,1415,8,3,Guntur,"Amaravati Secretariat",40,Corporate,"Airport Transfer","2024-08-20 13:00:00","2024-08-20 15:00:00",Cancelled,12401,4636,Partial
6155,1735,2,40,Guntur,Nellore,270,Marriage,"Airport Transfer","2026-03-16 21:00:00","2026-03-17 02:00:00",Completed,20152,6000,Partial
6156,872,14,34,Hyderabad,Goa,660,Beach,"One Way","2026-03-06 06:00:00","2026-03-06 19:00:00",Completed,15470,8573,Pending
6157,1794,2,4,Guntur,Rajahmundry,170,Marriage,"One Way","2024-03-14 10:00:00","2024-03-14 13:00:00",Completed,24556,11686,Paid
6158,89,15,30,Guntur,"Ramoji Film City",290,Entertainment,"Package Trip","2026-04-24 13:00:00","2026-04-24 18:00:00",Cancelled,16682,7009,Partial
6159,2678,11,39,Vijayawada,Hyderabad,275,Corporate,"Round Trip","2025-11-22 07:00:00","2025-11-22 12:00:00",completed,18143,7398,Paid
6160,2482,4,30,Vijayawada,Lambasingi,430,Vacation,"Package Trip","2026-02-12 04:00:00","2026-02-12 12:00:00",Completed,24163,9133,Partial
6161,705,5,11,Guntur,"Amaravati Secretariat",40,Corporate,"Marriage Booking","2025-02-12 21:00:00","2025-02-12 23:00:00",Cancelled,9845,3676,Pending
6162,740,14,1,Nellore,Tirumala,140,Devotional,"One Way","2025-01-03 13:00:00","2025-01-03 15:00:00",Completed,21433,4920,Pending
6163,2353,9,12,Guntur,"Ramoji Film City",290,Entertainment,"Package Trip","2026-01-23 01:00:00","2026-01-23 06:00:00",Completed,12682,7920,Pending
6164,2067,12,6,Hyderabad,Pondicherry,780,Beach,"Airport Transfer","2024-05-05 11:00:00","2024-05-06 02:00:00",Completed,63196,35793,Pending
6165,150,13,32,Hyderabad,Yadagirigutta,65,Devotional,"Airport Transfer","2024-03-02 23:00:00","2024-03-03 01:00:00",Completed,10681,5039,Partial
6166,2253,1,9,Guntur,"Hyderabad Airport",310,Airport,"Package Trip","2024-03-06 06:00:00","2024-03-06 12:00:00",Cancelled,9888,5579,Pending
6167,2262,9,21,Guntur,Bheemunipatnam,390,Beach,"One Way","2024-06-09 01:00:00","2024-06-09 08:00:00",Completed,5556,1736,Paid
6168,104,13,14,Vijayawada,Kakinada,210,Marriage,"Corporate Travel","2024-12-01 03:00:00","2024-12-01 07:00:00",Completed,26173,5444,Partial
6169,133,14,3,Vijayawada,Lambasingi,430,Vacation,"One Way","2024-12-31 12:00:00","2024-12-31 20:00:00",Cancelled,20618,10904,Partial
6170,2524,12,17,Guntur,Tirupati,380,Devotional,"One Way","2025-07-24 01:00:00","2025-07-24 08:00:00",Completed,69038,34700,Pending
6171,1784,15,33,Ongole,"Chennai Airport",320,Airport,"Package Trip","2024-08-31 23:00:00","2024-09-01 05:00:00",Cancelled,29168,10958,Pending
6172,2340,10,37,Guntur,Bheemunipatnam,390,Beach,"Marriage Booking","2024-11-25 07:00:00","2024-11-25 14:00:00",Completed,23441,14885,Partial
6173,293,8,29,Guntur,Nellore,270,Marriage,"Corporate Travel","2025-08-08 01:00:00","2025-08-08 06:00:00",Completed,12734,7984,Paid
6174,588,2,31,Vijayawada,Srisailam,290,Devotional,"Round Trip","2026-04-26 04:00:00","2026-04-26 09:00:00",Completed,11065,4163,Pending
6175,2739,3,29,Guntur,"Ramoji Film City",290,Entertainment,"Marriage Booking","2024-09-23 07:00:00","2024-09-23 12:00:00",Completed,11638,3082,Partial
6176,1967,6,30,Guntur,Nellore,270,Marriage,"Package Trip","2025-07-09 01:00:00","2025-07-09 06:00:00",Completed,47517,23091,Paid
6177,1786,7,32,Vijayawada,Visakhapatnam,350,Beach,"Package Trip","2024-03-03 12:00:00","2024-03-03 19:00:00",Completed,6466,1573,Partial
6178,2593,1,36,Hyderabad,Bangalore,570,Corporate,"Corporate Travel","2026-04-20 21:00:00","2026-04-21 08:00:00",Completed,9616,2888,Pending
6179,2811,5,6,Vijayawada,Lambasingi,430,Vacation,"Round Trip","2024-12-08 14:00:00","2024-12-08 22:00:00",Completed,12647,4381,Paid
6180,2552,11,27,Vijayawada,Hyderabad,275,Corporate,"One Way","2025-09-22 04:00:00","2025-09-22 09:00:00",Completed,29146,16991,Paid
6181,822,5,7,Hyderabad,Pondicherry,780,Beach,"Marriage Booking","2025-09-01 14:00:00","2025-09-02 05:00:00",Completed,9646,5226,Paid
6182,2289,4,2,Hyderabad,Yadagirigutta,65,Devotional,"Corporate Travel","2025-07-03 13:00:00","2025-07-03 15:00:00",Completed,22843,6035,Paid
6183,873,15,30,Vijayawada,Kakinada,210,Marriage,"Round Trip","2024-09-16 23:00:00","2024-09-17 03:00:00",Completed,25453,14825,Pending
6184,2516,11,18,Guntur,Bheemunipatnam,390,Beach,"Airport Transfer","2025-09-06 01:00:00","2025-09-06 08:00:00",Completed,24732,11720,Partial
6185,2388,13,24,Guntur,Rajahmundry,170,Marriage,"Airport Transfer","2025-12-14 03:00:00","2025-12-14 06:00:00",completed,18495,3912,Pending
6186,2922,2,18,Vijayawada,Srisailam,290,Devotional,"One Way","2024-02-03 23:00:00","2024-02-04 04:00:00",Completed,10738,4913,Pending
6187,936,2,25,Guntur,"Horsley Hills",430,Vacation,"One Way","2025-03-04 09:00:00","2025-03-04 17:00:00",Completed,13626,7101,Paid
6188,632,9,12,Guntur,Nellore,270,Marriage,"Marriage Booking","2024-04-13 22:00:00","2024-04-14 03:00:00",Completed,11601,5777,Partial
6189,735,11,22,Guntur,Nellore,270,Marriage,"Package Trip","2025-07-04 03:00:00","2025-07-04 08:00:00",Cancelled,16894,7919,Pending
6190,1880,10,39,Nellore,Tirumala,140,Devotional,"Package Trip","2025-02-19 04:00:00","2025-02-19 06:00:00",Cancelled,14684,9251,Pending
6191,1176,15,7,Vijayawada,Srisailam,290,Devotional,"Corporate Travel","2024-04-17 17:00:00","2024-04-17 22:00:00",Completed,11286,5847,Paid
6192,675,6,32,Guntur,"Hyderabad Airport",310,Airport,"Corporate Travel","2024-10-13 18:00:00","2024-10-14 00:00:00",Completed,63204,36321,Pending
6193,669,12,28,Nellore,Tirumala,140,Devotional,"Round Trip","2024-12-10 04:00:00","2024-12-10 06:00:00",Completed,42212,26422,Pending
6194,1795,5,26,Vijayawada,Visakhapatnam,350,Beach,"Round Trip","2025-05-18 17:00:00","2025-05-19 00:00:00",Completed,4259,2950,Partial
6195,724,9,8,Vijayawada,Hyderabad,275,Corporate,"One Way","2025-06-28 20:00:00","2025-06-29 01:00:00",Completed,10540,4351,Pending
6196,310,3,25,Guntur,"Chirala Beach",110,Beach,"Marriage Booking","2024-11-30 15:00:00","2024-11-30 17:00:00",Completed,14465,7429,Paid
6197,2575,9,4,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Corporate Travel","2024-07-28 08:00:00","2024-07-28 21:00:00",Cancelled,9303,4391,Pending
6198,2354,14,22,Hyderabad,Yadagirigutta,65,Devotional,"Round Trip","2025-08-22 13:00:00","2025-08-22 15:00:00",Completed,21517,12063,Pending
6199,2689,4,10,Hyderabad,Yadagirigutta,65,Devotional,"One Way","2024-11-25 23:00:00","2024-11-26 01:00:00",Completed,19552,9083,Partial
6200,465,5,11,Guntur,"Hyderabad City Tour",280,Entertainment,"One Way","2025-03-20 12:00:00","2025-03-20 17:00:00",completed,7937,2620,Partial
6201,1774,6,34,Guntur,Rajahmundry,170,Marriage,"Marriage Booking","2025-11-28 06:00:00","2025-11-28 09:00:00",completed,35561,22034,Partial
6202,1255,8,36,Ongole,"Chennai Airport",320,Airport,"Marriage Booking","2025-05-23 16:00:00","2025-05-23 22:00:00",Cancelled,8792,4047,Pending
6203,2671,15,22,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Corporate Travel","2025-02-18 07:00:00","2025-02-18 20:00:00",Completed,17454,5731,Paid
6204,35,6,2,Vijayawada,Kakinada,210,Marriage,"One Way","2025-04-01 05:00:00","2025-04-01 09:00:00",Cancelled,44861,10710,Pending
6205,1306,14,37,Ongole,"Chennai Airport",320,Airport,"Airport Transfer","2024-05-14 18:00:00","2024-05-15 00:00:00",Completed,13183,3223,Pending
6206,2166,4,22,Hyderabad,Yadagirigutta,65,Devotional,"Round Trip","2024-11-19 14:00:00","2024-11-19 16:00:00",Completed,10539,4719,Paid
6207,2776,10,33,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Round Trip","2024-09-20 21:00:00","2024-09-21 10:00:00",Completed,24134,6692,Pending
6208,15,3,5,Guntur,"Horsley Hills",430,Vacation,"Marriage Booking","2025-10-01 01:00:00","2025-10-01 09:00:00",Completed,13751,9180,Paid
6209,1178,14,31,Guntur,"Ramoji Film City",290,Entertainment,"One Way","2025-06-01 13:00:00","2025-06-01 18:00:00",Completed,28283,6503,Pending
6210,527,5,13,Guntur,Tirupati,380,Devotional,"Corporate Travel","2025-02-12 19:00:00","2025-02-13 02:00:00",Cancelled,14539,4728,Partial
6211,1315,12,35,Vijayawada,Srisailam,290,Devotional,"Package Trip","2024-06-17 20:00:00","2024-06-18 01:00:00",Completed,63420,24877,Paid
6212,81,5,14,Guntur,Rajahmundry,170,Marriage,"Airport Transfer","2025-05-31 02:00:00","2025-05-31 05:00:00",Completed,7484,3693,Paid
6213,244,14,30,Vijayawada,Lambasingi,430,Vacation,"Airport Transfer","2024-12-26 09:00:00","2024-12-26 17:00:00",Completed,10053,4352,Paid
6214,2144,1,15,Hyderabad,Pondicherry,780,Beach,"Airport Transfer","2025-12-01 07:00:00","2025-12-01 22:00:00",Completed,12187,5007,Pending
6215,948,15,24,Guntur,"Horsley Hills",430,Vacation,"Package Trip","2025-04-14 05:00:00","2025-04-14 13:00:00",Completed,17368,3671,Paid
6216,708,2,19,Guntur,"Ramoji Film City",290,Entertainment,"Marriage Booking","2024-11-29 15:00:00","2024-11-29 20:00:00",Cancelled,22633,11994,Paid
6217,1119,7,39,Vijayawada,Lambasingi,430,Vacation,"Airport Transfer","2024-07-11 01:00:00","2024-07-11 09:00:00",Completed,11992,7251,Pending
6218,521,2,40,Guntur,"Chirala Beach",110,Beach,"Package Trip","2024-02-26 07:00:00","2024-02-26 09:00:00",Cancelled,28535,18042,Paid
6219,760,8,39,Vijayawada,Hyderabad,275,Corporate,"One Way","2024-12-28 10:00:00","2024-12-28 15:00:00",Completed,7801,2279,Pending
6220,133,11,11,Hyderabad,Pondicherry,780,Beach,"One Way","2026-01-25 17:00:00","2026-01-26 08:00:00",Completed,26993,16415,Pending
6221,2904,6,18,Guntur,"Hyderabad Airport",310,Airport,"One Way","2024-04-24 15:00:00","2024-04-24 21:00:00",completed,46271,24910,Partial
6222,2892,4,39,Guntur,"Chirala Beach",110,Beach,"Round Trip","2024-12-20 01:00:00","2024-12-20 03:00:00",Completed,13890,7785,Paid
6223,2334,3,13,Vijayawada,Lambasingi,430,Vacation,"Round Trip","2025-02-10 21:00:00","2025-02-11 05:00:00",completed,8699,3835,Paid
6224,1364,8,24,Guntur,Bheemunipatnam,390,Beach,"Corporate Travel","2024-08-09 23:00:00","2024-08-10 06:00:00",Cancelled,11311,4773,Paid
6225,2989,9,37,Guntur,"Ramoji Film City",290,Entertainment,"Marriage Booking","2025-09-11 00:00:00","2025-09-11 05:00:00",Completed,5750,2441,Paid
6226,2953,11,31,Guntur,"Horsley Hills",430,Vacation,"Airport Transfer","2024-04-03 23:00:00","2024-04-04 07:00:00",Completed,26626,11892,Pending
6227,294,9,19,Guntur,"Hyderabad City Tour",280,Entertainment,"Corporate Travel","2024-09-17 15:00:00","2024-09-17 20:00:00",Cancelled,8202,5266,Partial
6228,1435,5,17,Guntur,Rajahmundry,170,Marriage,"One Way","2025-08-22 11:00:00","2025-08-22 14:00:00",Cancelled,6668,2090,Partial
6229,584,14,23,Hyderabad,"Araku Valley",710,Vacation,"One Way","2025-01-31 11:00:00","2025-02-01 01:00:00",completed,21234,11330,Pending
6230,1516,11,18,Guntur,"Amaravati Secretariat",40,Corporate,"One Way","2024-01-08 01:00:00","2024-01-08 03:00:00",Completed,24201,5199,Paid
6231,1963,10,39,Guntur,"Amaravati Secretariat",40,Corporate,"Corporate Travel","2024-09-01 20:00:00","2024-09-01 22:00:00",Cancelled,21666,11091,Pending
6232,2662,8,13,Vijayawada,Srisailam,290,Devotional,"Marriage Booking","2025-03-03 19:00:00","2025-03-04 00:00:00",Completed,6700,2303,Partial
6233,1091,15,2,Ongole,"Chennai Airport",320,Airport,"Round Trip","2024-06-04 19:00:00","2024-06-05 01:00:00",Completed,27239,5890,Paid
6234,421,8,14,Hyderabad,Pondicherry,780,Beach,"Marriage Booking","2025-11-17 04:00:00","2025-11-17 19:00:00",Cancelled,11909,3871,Paid
6235,1079,12,24,Guntur,Rajahmundry,170,Marriage,"Round Trip","2024-07-09 17:00:00","2024-07-09 20:00:00",Cancelled,39945,12518,Paid
6236,345,3,6,Guntur,"Hyderabad Airport",310,Airport,"Airport Transfer","2024-01-26 09:00:00","2024-01-26 15:00:00",Cancelled,14402,7480,Pending
6237,349,5,21,Nellore,Tirumala,140,Devotional,"One Way","2025-03-31 17:00:00","2025-03-31 19:00:00",completed,5154,3236,Paid
6238,536,8,13,Hyderabad,Bangalore,570,Corporate,"One Way","2024-07-20 04:00:00","2024-07-20 15:00:00",completed,13266,8575,Paid
6239,1143,13,21,Vijayawada,Hyderabad,275,Corporate,"Corporate Travel","2024-12-28 19:00:00","2024-12-29 00:00:00",Completed,19669,13432,Partial
6240,1482,6,16,Guntur,"Chirala Beach",110,Beach,"One Way","2025-07-06 13:00:00","2025-07-06 15:00:00",Cancelled,35043,15216,Pending
6241,445,11,4,Vijayawada,"Wonderla Bangalore",650,Entertainment,"Round Trip","2024-03-06 04:00:00","2024-03-06 17:00:00",Cancelled,15517,8984,Partial
6242,1663,2,10,Guntur,Tirupati,380,Devotional,"Round Trip","2024-12-22 04:00:00","2024-12-22 11:00:00",completed,14217,9551,Pending
6243,1084,7,39,Hyderabad,"Araku Valley",710,Vacation,"Round Trip","2024-12-25 06:00:00","2024-12-25 20:00:00",completed,12217,7714,Partial
6244,2504,15,25,Guntur,"Amaravati Secretariat",40,Corporate,"Package Trip","2025-10-18 10:00:00","2025-10-18 12:00:00",Completed,27382,16792,Pending
6245,985,13,24,Vijayawada,Kakinada,210,Marriage,"Airport Transfer","2024-08-08 08:00:00","2024-08-08 12:00:00",Completed,16603,8184,Paid
6246,994,12,25,Ongole,"Chennai Airport",320,Airport,"One Way","2024-06-24 17:00:00","2024-06-24 23:00:00",Cancelled,57256,29066,Paid
6247,1318,1,17,Guntur,Bheemunipatnam,390,Beach,"One Way","2025-07-24 04:00:00","2025-07-24 11:00:00",Cancelled,10921,2227,Pending
6248,813,4,27,Ongole,"Chennai Airport",320,Airport,"Corporate Travel","2024-10-27 21:00:00","2024-10-28 03:00:00",Cancelled,28345,18812,Partial
